timestamp,gender,age,occupation,monthly_income,province,skin_type,skin_concerns,acne_severity,influencer_source,skincare_selection,cleansing_selection,use_cleansing_water,cleansing_types_used,main_cleansing_type,cleansing_formula,deep_cleansing_score,acne_friendly_score,sensitive_skin_score,no_irritant_score,hypoallergenic_score,moisturizing_score,low_friction_score,nourishment_score,eye_friendly_score,oil_control_score,switching_factors,brands_used,main_brand,target_kiyora,acne,oily,sensitive,pore,dull,dry,price_sensitive,promo_sensitive,doctor_influence,review_influence,blogger_influence,ads_influence,use_kiyora,use_dermavie,use_veloura,use_florelle,self_decision,friend_influence,doctor_influence2,influencer_influence,use_water,use_oil,use_balm,use_sheet,use_milk,concern_count,acne_score,influence_score,is_price_sensitive,cleansing_variety,skin_type_clean,skin_type_encoded
2022-09-01 17:47:50,0,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",ปทุมธานี,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, สิวผด","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ใช้,"cleansing water, cleansing oil",Cleansing water,"สูตรผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",1.0,0.0,1.0,0.0,0.5,1.0,0.9999999999999999,0.0,1.0,0.75,"เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers)",srinaraกับprettyrush,cutepress,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,,1,0,2,combination,3
2022-09-01 18:23:40,0,ต่ำกว่า 18 ปี,นักเรียน,"ต่ำกว่า 10,000 บาท",เชียงใหม่,ไม่แน่ใจ/ไม่ทราบ,ผิวหมองคล้ำ,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,cleansing water,Cleansing water,สูตรเพื่อผิวกระจ่างใส,0.5,0.25,0.0,1.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.5,0.5,"เห็นจากโฆษณา (ads), เพื่อนแนะนำ (friend recommended), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (mini size)",veloura,veloura,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,,0,0,1,unknown,0
2022-09-02 00:13:52,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, สิวผด, รูขุมขนกว้าง",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,"เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,cleansing water,Cleansing water,สูตรผิวแพ้ง่าย,1.0,0.75,1.0,1.0,1.0,1.0,0.9999999999999999,0.33333333333333337,1.0,0.75,"เพื่อนแนะนำ (friend recommended), เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers)",dermavie,dermavie,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1.0,2,0,1,combination,3
2022-09-02 00:18:59,0,23-28 ปี,พนักงานบริษัทเอกชน,"30,000 - 34,999 บาท",bangkok,ผิวธรรมดา,ไม่มีปัญหาผิว,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ใช้,"cleansing water, cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง)",Cleansing water,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),1.0,0.5,0.5,1.0,1.0,0.5,0.33333333333333337,0.0,1.0,0.25,"เห็นจากโฆษณา (ads), เพื่อนแนะนำ (friend recommended)","florelle, kiyora, kireiha",florelle,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,,0,0,2,normal,4
2022-09-02 00:23:43,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวผสม,"สิวอักเสบ, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, รอยสิว",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing water,Cleansing water,สูตรลดสิว-ผิวแพ้ง่าย,1.0,1.0,1.0,1.0,1.0,0.0,0.9999999999999999,0.6666666666666666,1.0,0.5,"เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers)","florelle, kiyora, fresh & free",fresh & free,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3,1.0,1,0,1,combination,3
2022-09-02 00:27:36,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวมันเยิ้ม",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing water,Cleansing water,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",0.5,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.6666666666666666,0.75,1.0,"เลือกเพราะโปรโมชั่น (promotion), เห็นจากโฆษณา (ads)",herbanery,herbanery,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1.0,0,1,1,oily,1
2022-09-02 03:28:43,0,18-22 ปี,นักศึกษา,"15,000 - 19,999 บาท",bangkok,ผิวแห้ง,"สิวผด, ผิวแห้ง/ลอก/เป็นขุย, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ,ใช้,"cleansing water, cleansing oil",Cleansing oil,"สูตรชุ่มชื้น (สำหรับผิวแห้ง), สูตรเพื่อผิวกระจ่างใส",1.0,0.75,0.5,0.5,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,0.25,"เลือกเพราะโปรโมชั่น (promotion), เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist)","dermavie, theria",theria,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,3,,1,1,2,dry,2
2022-09-02 06:56:03,0,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",bangkok,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, รูขุมขนกว้าง, ผิวมันเยิ้ม",สิวปานกลาง (เป็นสิวอักเสบ/หัวหนองมากกว่า10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว",ใช้,cleansing water,Cleansing water,"สูตรลดสิว, สูตรลดสิว-ผิวแพ้ง่าย",1.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.33333333333333337,1.0,0.75,"เลือกเพราะโปรโมชั่น (promotion), เพื่อนแนะนำ (friend recommended), เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (current brand is out of stock)","veloura, florelle, kiyora, aomizu, kireiha, silk elexir, dermacerin",veloura,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,3,2.0,2,1,1,oily,1
2022-09-02 07:37:26,0,35 ปี ขึ้นไป,ข้าราชการ,"40,000 บาท ขึ้นไป",นครปฐม,ผิวธรรมดา,ผิวแห้ง/ลอก/เป็นขุย,ไม่มีสิวเลย,"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing water,Cleansing water,สูตรชุ่มชื้น (สำหรับผิวแห้ง),1.0,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,1.0,"บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (mini size), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (current brand is out of stock)","florelle, kiyora",florelle,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0.0,2,0,1,normal,4
2022-09-02 09:28:02,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวผสม,"รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"cleansing water, cleansing oil",Cleansing water,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),1.0,0.75,0.0,0.5,1.0,1.0,0.9999999999999999,0.6666666666666666,0.75,0.75,"ราคาถูกกว่า (cheaper price), เลือกเพราะโปรโมชั่น (promotion), เห็นจากโฆษณา (ads), เพื่อนแนะนำ (friend recommended)",florelle,florelle,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,4,,2,2,2,combination,3
2022-09-02 10:47:51,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวแห้ง,ผิวแพ้ง่าย,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกตามเพื่อน, เลือกตามดารา/พรีเซนเตอร์",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ใช้,"cleansing water, cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง), cleansing oil",Cleansing water,สูตรผิวแพ้ง่าย,0.5,0.75,1.0,1.0,1.0,0.5,0.6666666666666666,0.33333333333333337,1.0,0.5,"เพื่อนแนะนำ (friend recommended), ไม่เคยเปลี่ยนแบรนด์เลย (no switching)","florelle, kireiha, greenoria isle",greenoria isle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,,1,0,3,dry,2
2022-09-02 14:21:54,0,23-28 ปี,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",สมุทรปราการ,ผิวแห้ง,"สิวอุดตัน, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"cleansing water, cleansing oil, cleansing balm",Cleansing balm,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรชุ่มชื้น (สำหรับผิวแห้ง)",1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,"เลือกเพราะโปรโมชั่น (promotion), เพื่อนแนะนำ (friend recommended), เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers)",aomizu,aomizu,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,,1,1,3,dry,2
2022-09-02 14:31:06,0,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",bangkok,ผิวขาดน้ำ,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing milk, cleansing balm",Cleansing balm,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรผิวแพ้ง่าย",1.0,1.0,1.0,1.0,1.0,0.5,0.9999999999999999,0.0,0.75,0.0,"เลือกเพราะโปรโมชั่น (promotion), เพื่อนแนะนำ (friend recommended), เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (mini size), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (current brand is out of stock)",florelle,florelle,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,6,1.0,2,1,3,dry,2
2022-09-02 14:34:34,0,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",สมุทรปราการ,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย",สิวรุนแรง (มีสิวทุกประเภทร่วมกันเป็นกลุ่มก้อน อักเสบนาน และมีหนองไหล),"เลือกตามเพื่อน, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing oil, cleansing balm",Cleansing water,สูตรผิวแพ้ง่าย,1.0,0.5,1.0,1.0,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.5,"เพื่อนแนะนำ (friend recommended), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist)",dermavie,dermavie,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,3.0,3,0,3,oily,1
2022-09-02 15:59:34,0,35 ปี ขึ้นไป,ข้าราชการ,"40,000 บาท ขึ้นไป",ปทุมธานี,ผิวแห้ง,"รูขุมขนกว้าง, ฝ้า กระ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามดารา/พรีเซนเตอร์","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"cleansing water, cleansing milk",Cleansing milk,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),1.0,1.0,0.5,0.5,0.5,1.0,0.9999999999999999,0.6666666666666666,0.75,0.75,เลือกเพราะโปรโมชั่น (promotion),"oréline, hydravax",oréline,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.0,0,1,2,dry,2
2022-09-02 16:01:58,0,29-34 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",bangkok,ผิวขาดน้ำ,รูขุมขนกว้าง,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,cleansing water,Cleansing water,"สูตรคุมมัน (สำหรับผิวมัน), สูตรชุ่มชื้น (สำหรับผิวแห้ง)",1.0,0.5,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,"เลือกเพราะโปรโมชั่น (promotion), เห็นจากโฆษณา (ads), เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (current brand is out of stock)","veloura, kiyora, dermavie",veloura,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,,2,1,1,dry,2
2022-09-02 16:06:30,0,23-28 ปี,ลูกจ้างประจำ,"ต่ำกว่า 10,000 บาท",เชียงใหม่,ผิวผสม,"สิวผด, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,cleansing water,Cleansing water,"สูตรผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,0.9999999999999999,1.0,1.0,"เห็นคนใช้จริงรีวิว (online review, real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist), สินค้าออกใหม่/สูตรใหม่ (new product/new formula)",kiyora,kiyora,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,4,1.0,2,0,1,combination,3
2022-09-02 16:08:16,0,35 ปี ขึ้นไป,ข้าราชการ,"40,000 บาท ขึ้นไป",bangkok,ผิวผสม,"รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"cleansing water, cleansing oil",Cleansing water,สูตรชุ่มชื้น (สำหรับผิวแห้ง),1.0,0.5,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,"เลือกเพราะโปรโมชั่น (promotion), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (mini size)","dermacerin, beauty blossom",beauty blossom,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,,0,1,2,combination,3
2022-09-02 16:09:26,0,23-28 ปี,พนักงานบริษัทเอกชน,"25,000 - 29,999 บาท",bangkok,ผิวแห้ง,"สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"cleansing water, cleansing balm",Cleansing balm,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรชุ่มชื้น (สำหรับผิวแห้ง), สูตรเพื่อผิวกระจ่างใส",1.0,1.0,1.0,0.5,0.5,1.0,0.9999999999999999,0.9999999999999999,1.0,0.75,"เห็นจากโฆษณา (ads), เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist)","florelle, lunira co.",florelle,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,5,1.0,1,0,2,dry,2
2022-09-02 16:09:52,0,23-28 ปี,พนักงานบริษัทเอกชน,"25,000 - 29,999 บาท",bangkok,ผิวผสม,"สิวผด, รูขุมขนกว้าง, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"cleansing water, cleansing oil",Cleansing water,สูตรคุมมัน (สำหรับผิวมัน),1.0,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,0.9999999999999999,1.0,1.0,"เลือกเพราะโปรโมชั่น (promotion), สินค้าออกใหม่/สูตรใหม่ (new product/new formula)","veloura, kiyora, kireiha",kireiha,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,3,,1,1,2,combination,3
