timestamp,gender,age,occupation,monthly_income,province,skin_type,skin_concerns,acne_severity,influencer_source,skincare_selection,cleansing_selection,use_cleansing_water,cleansing_types_used,main_cleansing_type,cleansing_formula,deep_cleansing_score,acne_friendly_score,sensitive_skin_score,no_irritant_score,hypoallergenic_score,moisturizing_score,low_friction_score,nourishment_score,eye_friendly_score,oil_control_score,switching_factors,brands_used,main_brand,target_kiyora,acne,oily,sensitive,pore,dull,dry,price_sensitive,promo_sensitive,doctor_influence,review_influence,blogger_influence,ads_influence,use_kiyora,use_dermavie,use_veloura,use_florelle,self_decision,friend_influence,doctor_influence2,influencer_influence,use_water,use_oil,use_balm,use_sheet,use_milk,concern_count,acne_score,influence_score,is_price_sensitive,cleansing_variety,skin_type_clean,skin_type_encoded
2022-09-02 16:21:19,0,23-28 ปี,พนักงานบริษัทเอกชน,"20,000 - 24,999 บาท",bangkok,ผิวผสม,"สิวอุดตัน, รูขุมขนกว้าง, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing oil",Cleansing water,สูตรคุมมัน (สำหรับผิวมัน),1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,"ราคาถูกกว่า (cheaper price), เลือกเพราะโปรโมชั่น (promotion)","florelle, kiyora, kireiha, eastern belle, dermavie",eastern belle,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,3,,2,2,2,combination,3
2022-09-02 17:09:47,0,23-28 ปี,นักศึกษา,"10,001 - 14,999 บาท",นนทบุรี,ผิวผสม,"สิวอุดตัน, สิวเสี้ยน","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing water,Cleansing water,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),1.0,0.75,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.5,"เห็นคนใช้จริงรีวิว (online review, real users)",glow in skin,glow in skin,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,,1,0,1,combination,3
2022-09-02 17:17:19,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",ปทุมธานี,ผิวผสม,ผิวหมองคล้ำ,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"cleansing water, cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง), cleansing oil",Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง),สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),1.0,0.75,1.0,0.0,1.0,1.0,0.9999999999999999,0.33333333333333337,1.0,0.5,"เห็นคนใช้จริงรีวิว (online review, real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist), ไม่เคยเปลี่ยนแบรนด์เลย (no switching)","klinor lab, luxeva",luxeva,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,,1,0,3,combination,3
2022-09-02 17:26:42,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ไม่แน่ใจ/ไม่ทราบ,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing oil",Cleansing water,สูตรลดสิว,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.6666666666666666,1.0,1.0,"เลือกเพราะโปรโมชั่น (promotion), เพื่อนแนะนำ (friend recommended), เห็นคนใช้จริงรีวิว (online review, real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (current brand is out of stock)","florelle, vul",florelle,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,4,1.0,2,1,2,unknown,0
2022-09-02 17:29:28,0,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",bangkok,ไม่แน่ใจ/ไม่ทราบ,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing oil,Cleansing oil,"สูตรชุ่มชื้น (สำหรับผิวแห้ง), สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว)",1.0,1.0,1.0,0.5,1.0,1.0,0.9999999999999999,0.9999999999999999,0.75,0.75,"ราคาถูกกว่า (cheaper price), เลือกเพราะโปรโมชั่น (promotion), เพื่อนแนะนำ (friend recommended), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (mini size)","veloura, silk elexir",veloura,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,,0,2,1,unknown,0
2022-09-02 17:37:37,0,23-28 ปี,ลูกจ้าง,"15,000 - 19,999 บาท",สมุทรสาคร,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม",สิวปานกลาง (เป็นสิวอักเสบ/หัวหนองมากกว่า10เม็ด),ปรึกษาหมอผิวหนัง,"เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ใช้,"cleansing water, cleansing oil",Cleansing water,"สูตรลดสิว, สูตรผิวแพ้ง่าย",1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,"ราคาถูกกว่า (cheaper price), เลือกเพราะโปรโมชั่น (promotion), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (current brand is out of stock)","veloura, florelle, kiyora, kireiha",kiyora,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,5,2.0,1,2,2,combination,3
2022-09-02 17:48:20,0,23-28 ปี,พนักงานบริษัทเอกชน,"15,000 - 19,999 บาท",นครปฐม,ไม่แน่ใจ/ไม่ทราบ,"สิวผด, ผิวแพ้ง่าย, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing water,Cleansing water,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรผิวแพ้ง่าย, สูตรเพื่อผิวกระจ่างใส",1.0,0.5,1.0,0.5,0.5,0.5,0.9999999999999999,0.9999999999999999,1.0,1.0,"ราคาถูกกว่า (cheaper price), เลือกเพราะโปรโมชั่น (promotion), เห็นจากโฆษณา (ads), เพื่อนแนะนำ (friend recommended), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (mini size)","florelle, kireiha",florelle,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,3,,2,2,1,unknown,0
2022-09-02 17:53:24,0,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",นนทบุรี,ผิวธรรมดา,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง, เลือกตามดารา/พรีเซนเตอร์","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing water,Cleansing water,สูตรผิวแพ้ง่าย,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,"ราคาถูกกว่า (cheaper price), เลือกเพราะโปรโมชั่น (promotion), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (mini size), ไม่เคยเปลี่ยนแบรนด์เลย (no switching)",florelle,florelle,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,1.0,2,2,1,normal,4
2022-09-02 17:53:40,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวผสม,"สิวอุดตัน, สิวผด, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing balm",Cleansing water,สูตรผิวแพ้ง่าย,1.0,0.75,1.0,1.0,1.0,1.0,0.9999999999999999,0.6666666666666666,1.0,1.0,"เห็นคนใช้จริงรีวิว (online review, real users), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers), สินค้าออกใหม่/สูตรใหม่ (new product/new formula)","kiyora, needly",needly,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,4,,1,0,2,combination,3
2022-09-02 18:02:39,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวธรรมดา,"สิวผด, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing oil",Cleansing water,สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว),0.0,0.25,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,"เลือกเพราะโปรโมชั่น (promotion), เพื่อนแนะนำ (friend recommended), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (skin expert/dermatologist)","florelle, oréline, silk elexir",kireiha,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,,0,1,2,normal,4
2022-09-02 18:19:53,0,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",bangkok,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, ผิวมันเยิ้ม","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ใช้,"cleansing water, cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง)",Cleansing water,สูตรลดสิว-ผิวแพ้ง่าย,1.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.75,"เลือกเพราะโปรโมชั่น (promotion), เพื่อนแนะนำ (friend recommended)","veloura, florelle",veloura,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,2,,0,1,2,oily,1
2022-09-02 20:52:10,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวแห้ง,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing oil",Cleansing water,"สูตรผิวแพ้ง่าย, สูตรชุ่มชื้น (สำหรับผิวแห้ง)",1.0,0.75,1.0,0.5,1.0,1.0,0.9999999999999999,0.6666666666666666,1.0,0.5,"ราคาถูกกว่า (cheaper price), บิวตี้บลอกเกอร์แนะนำ (beauty bloggers)","hikari, soowasulh",hikari,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,1.0,1,1,2,dry,2
2022-09-02 21:08:44,0,35 ปี ขึ้นไป,ข้าราชการ,"30,000 - 34,999 บาท",นครปฐม,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวมันเยิ้ม",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,cleansing water,Cleansing water,สูตรลดสิว-ผิวแพ้ง่าย,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,เลือกเพราะโปรโมชั่น (promotion),"veloura, kiyora, aomizu",kiyora,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,4,1.0,1,1,1,oily,1
2022-09-02 22:08:55,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",ปทุมธานี,ผิวผสม,"สิวอุดตัน, รูขุมขนกว้าง, ผิวมันเยิ้ม","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"cleansing water, cleansing oil",Cleansing water,สูตรคุมมัน (สำหรับผิวมัน),0.5,1.0,0.5,0.5,0.5,1.0,0.6666666666666666,0.9999999999999999,1.0,1.0,"ราคาถูกกว่า (cheaper price), เพื่อนแนะนำ (friend recommended), เห็นคนใช้จริงรีวิว (online review, real users)","florelle, bellevia, dermavie",dermavie,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,3,,0,1,2,combination,3
2022-09-02 22:24:54,0,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",bangkok,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, รูขุมขนกว้าง",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว",เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ใช้,"cleansing water, cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง), cleansing balm",Cleansing water,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,1.0,"ราคาถูกกว่า (cheaper price), เลือกเพราะโปรโมชั่น (promotion), เห็นคนใช้จริงรีวิว (online review, real users)","kiyora, kireiha, dermacerin",clinique,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,2,1.0,1,2,3,oily,1
2022-09-03 10:35:40,0,35 ปี ขึ้นไป,ข้าราชการ,"40,000 บาท ขึ้นไป",นครปฐม,ผิวผสม,"รูขุมขนกว้าง, ผิวมันเยิ้ม",สิวปานกลาง (เป็นสิวอักเสบ/หัวหนองมากกว่า10เม็ด),"เลือกด้วยตนเอง, เลือกตามดารา/พรีเซนเตอร์",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,"cleansing water, cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง), cleansing oil",Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง),สูตรคุมมัน (สำหรับผิวมัน),1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,"เลือกเพราะโปรโมชั่น (promotion), เห็นจากโฆษณา (ads), เห็นคนใช้จริงรีวิว (online review, real users)","kiyora, aomizu, kireiha, dermavie",dermavie,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,2,2.0,0,1,3,combination,3
